Typora,https://typora.io/download/Typora.dmg
IntelliJ IDEA,https://download-cf.jetbrains.com/idea/ideaIU-2018.1.5.dmg
Android Studio,https://dl.google.com/dl/android/studio/install/3.1.3.0/android-studio-ide-173.4819257-mac.dmg
Docker,https://download.docker.com/mac/stable/Docker.dmg
Clipy,https://github.com/Clipy/Clipy/releases/download/1.1.5/Clipy_1.1.5.dmg
